Name ,State,District,tehsil,village,shape_length,shape_area,longtitude,latitude,electricity,treated_water,electronics,phone,transport
Saidipur (155),3,35,201,27650,0.0605447082294,0.00018850097275599997,75.46533060658697,32.17376048966787,96.0,17.1,41.1,85.4,44.3
Rahimpur (156),3,35,201,27651,0.032895918042200004,4.36578214559e-05,75.47183278413196,32.184214886671896,100.0,0.0,33.333333333333336,90.3,32.2
Pakho Chak (148),3,35,201,27652,0.0399383789401,8.50306201398e-05,75.46437812233097,32.18449229158398,98.0,54.2,36.6,83.3,56.7
Mahi-Ul-Dinpur (150),3,35,201,27653,0.0514668812144,0.00011001931202299999,75.4460719765001,32.18391901060369,98.6,2.1,33.53333333333333,66.9,70.4
Jani  Chak (149),3,35,201,27654,0.054098288562199996,0.00011967704429200001,75.4491037579254,32.19113124006776,100.0,6.2,31.633333333333336,65.0,43.3
Begowal (147),3,35,201,27655,0.0487915809251,5.65878413257e-05,75.46569576300006,32.19062777810149,92.9,2.6000000000000005,35.36666666666667,74.6,57.2
Taragarh (146),3,35,201,27656,0.104854076277,0.00029736864634800003,75.45072748388282,32.200686331678746,94.9,33.7,46.90000000000001,86.3,57.0
Bhatoia (106),3,35,201,27657,0.056276637432199995,0.00011425957147799998,75.46486989083185,32.2009622540001,95.3,3.0,29.16666666666667,53.0,41.4
Rattangarh (105),3,35,201,27658,0.0495119399269,9.62661868095e-05,75.4698258626667,32.2086339647563,93.1,8.899999999999997,33.00000000000001,76.7,42.3
Darsopur (107) ,3,35,201,27659,0.050635321547099994,0.00010322899569200001,75.45537450719598,32.21247521329997,94.2,22.2,31.23333333333333,67.89999999999999,32.0
Jhela Amda Gurdaspur (104) ,3,35,201,27660,0.0738081994354,0.00012830199786499998,75.46777439176479,32.216646304536944,91.6,1.6,30.399999999999995,64.3,43.7
Jhela Amda Shakargarh (99) ,3,35,201,27661,0.0843021589524,0.00033886235558,75.4642415573457,32.225470111476625,98.0,0.0,30.03333333333333,73.8,29.6
Chak Sahu (64),3,35,201,27662,0.0213912765747,2.3715599678000002e-05,75.44843384104088,32.22295886279011,100.0,0.0,30.96666666666667,85.7,85.69999999999997
Sahu Chak  (109),3,35,201,27663,0.026554400480299997,4.12149386288e-05,75.4464341082051,32.219537819401175,98.8,0.0,32.5,79.0,54.4
Chhaurian (63),3,35,201,27665,0.049905490947900005,0.00014187003822499998,75.44991601250742,32.231183638674565,90.3,9.7,34.4,64.5,42.0
Datyal (62),3,35,201,27666,0.0448965634815,0.00012148754936900001,75.40429816427394,32.240550800042115,94.3,20.6,31.63333333333333,63.40000000000001,40.2
Raipur (65),3,35,201,27667,0.0826036360778,0.000344022178628,75.45186313850013,32.245706523440326,92.8,34.7,23.83333333333333,32.5,20.2
Gol (61),3,35,201,27668,0.0801608782425,0.00017981226608299999,75.43514451075009,32.234292527102234,82.4,5.9,27.46666666666667,76.4,29.4
Barkat (66),3,35,201,27669,0.0528720170225,0.000135524712913,75.42913143205465,32.24707630383051,100.0,0.0,40.0,90.0,80.0
Kathlaur (73),3,35,201,27670,0.153363890448,0.0009768940105739999,75.44751560829712,32.260848334894774,82.1,2.7,22.0,59.0,8.9
Polla (69),3,35,201,27671,0.037593006523599995,7.94163734826e-05,75.42096321981154,32.2674935564645,84.4,0.0,18.866666666666667,46.7,13.1
Bahadurpur (72),3,35,201,27672,0.0845601660473,0.000224282720435,75.43706264850009,32.28115723060125,96.6,8.6,24.70000000000001,49.6,31.9
Udipur Aima (71),3,35,201,27673,0.0596304791267,0.000127504868248,75.42325906150694,32.28019087050518,97.5,3.4,31.899999999999995,45.8,19.5
Dalpat Tarf Narot (79),3,35,201,27674,0.13546695706700002,0.000349966914229,75.43952643720712,32.29148754659616,93.7,1.5,29.53333333333333,65.4,24.3
Chak Man Singhpur  (27),3,35,201,27675,0.028138409563599996,4.38997148718e-05,75.43504395913192,32.29573505576235,25.0,0.0,0.0,25.0,0.0
Fatehpur (21),3,35,201,27677,0.049989936369199996,0.00011583715466700001,75.4359642040156,32.313897860921195,97.5,0.5,33.666666666666664,52.5,31.5
Alyal (25),3,35,201,27678,0.046033451644,7.99148465549e-05,75.42783163254654,32.30597448964517,96.4,1.8,32.73333333333333,66.1,33.9
Antor (26),3,35,201,27679,0.0647231748691,0.000126053644264,75.42381115050017,32.29828998057269,95.0,1.2000000000000002,31.366666666666664,59.9,36.7
Aima Saidan (19),3,35,201,27680,0.04260922104309999,7.69136499412e-05,75.41200391481135,32.31113058165937,90.5,59.5,28.399999999999995,59.5,35.1
Mastpur (20) ,3,35,201,27681,0.0565153373537,9.49991668523e-05,75.42243053150014,32.312147135616385,97.0,9.0,27.83333333333333,46.6,35.3
Janial (17) ,3,35,201,27682,0.08026699826519999,0.00023823539954200001,75.41088664856774,32.320071863315434,96.0,5.800000000000002,28.5,41.6,26.1
Chak Amir (18) ,3,35,201,27683,0.0619420212719,0.00015758419273199998,75.39734025709652,32.31219150706994,98.6,5.8,30.433333333333334,47.7,40.5
Samrala (15) ,3,35,201,27684,0.0645760923092,0.000184882587506,75.3899423580271,32.32274713858175,96.4,0.9,26.66666666666667,4.5,29.1
Bhakhri (16) ,3,35,201,27685,0.0318180795003,5.6401589808e-05,75.4002904962336,32.32631337403535,85.3,8.8,30.36666666666667,58.9,23.5
Sarota (34) ,3,35,201,27686,0.06413058449249999,0.00015261555271200002,75.3754778215893,32.31663730260635,97.8,13.3,33.333333333333336,48.9,40.0
Kot  Bhattian (14),3,35,201,27687,0.0621179446999,0.00015351359765900001,75.37534593963909,32.330851995511686,99.1,5.4,22.53333333333333,48.60000000000001,45.0
Balotar (11),3,35,201,27688,0.050249665593999994,0.00010030718653100001,75.37146004179095,32.32344203423787,93.2,10.2,38.43333333333333,35.6,28.8
Dulo Bhalial (12),3,35,201,27689,0.0482121524189,6.6786722885e-05,75.36563916700015,32.32675255724746,100.0,0.0,33.333333333333336,100.0,200.0
Gohla (13),3,35,201,27690,0.0611850306745,0.00017038162809399998,75.35601600501224,32.32780020185845,95.8,27.1,37.5,87.5,16.6
Palah (1),3,35,201,27691,0.05595522302830001,0.00017209255872099999,75.3468878594161,32.338617425143696,88.1,1.8,26.6,48.6,27.5
Dhalatar (2),3,35,201,27692,0.0214155813564,2.00098152651e-05,75.3377719825001,32.33481303945251,80.0,100.0,53.33333333333334,80.0,60.0
Bhupalpur (3),3,35,201,27693,0.045389901018500003,7.02144421209e-05,75.33982646887209,32.32961351396773,100.0,8.0,29.33333333333333,64.0,48.0
Kotli  Jawahar (4),3,35,201,27694,0.0548356339489,0.000124535136286,75.34437848111156,32.324170847043426,98.9,5.6,25.466666666666665,38.2,41.5
Dhinda (6),3,35,201,27695,0.048033042124199996,0.00011997955130700002,75.33992781110824,32.31447594862749,95.2,0.0,36.533333333333346,50.0,42.9
Sakol (7),3,35,201,27696,0.05936546167330001,0.000197520406824,75.33357887740145,32.30332201290247,91.4,0.0,23.0,11.999999999999998,27.6
Khojki  Chak (5),3,35,201,27697,0.0589749031872,0.00019419496169799998,75.35461831174932,32.31339411047196,94.0,2.7,24.566666666666666,25.1,15.3
Simbal (8),3,35,201,27698,0.0969012791655,0.000268201051688,75.34481965853723,32.29918936863521,84.2,31.6,21.066666666666666,52.7,42.1
Danwal  (9),3,35,201,27699,0.0438798797004,9.239115323100001e-05,75.36261926973492,32.3047820226991,100.0,29.1,27.13333333333333,53.6,19.8
Dostpur (10),3,35,201,27700,0.0260628671206,3.3330498888000004e-05,75.36509168842281,32.31247020759099,81.8,13.6,22.73333333333333,54.5,27.3
Pindi  Parolian (35),3,35,201,27701,0.045708660958900006,0.000131723841777,75.37488980417731,32.306409210852564,100.0,57.1,40.46666666666667,78.6,85.7
Bamyal (37),3,35,201,27702,0.158095217602,0.0007547249327560001,75.3672145591702,32.28820448645109,96.0,46.9,31.2,46.50000000000001,32.2
Manwal  Mangwal (31),3,35,201,27703,0.0881510758219,0.00027678331514700003,75.39878088350001,32.28891514364108,95.8,13.7,29.66666666666666,60.9,41.3
Muthi (33),3,35,201,27704,0.0876502453883,0.00026981891478500004,75.39298060654862,32.30469927598551,91.9,26.3,28.73333333333333,40.9,25.1
Ratarwan  (32),3,35,201,27705,0.048452212664700005,0.000129596594963,75.40968026175727,32.299135856116266,93.1,3.1,25.133333333333336,59.2,26.9
Mirzapur (28),3,35,201,27706,0.061778624559,0.000113447551672,75.41973350857718,32.293957681543304,93.2,11.0,27.4,54.9,37.0
Ram Kalwan (30),3,35,201,27707,0.0452195564482,8.67869252724e-05,75.40710814132223,32.28647052097597,95.2,0.0,28.23333333333333,54.0,25.0
Fatto Chak (29),3,35,201,27708,0.052223076416,0.000119222065667,75.41159900432967,32.28233215624374,96.2,2.6,22.8,53.2,31.700000000000006
Kilpur (70),3,35,201,27709,0.0560596834556,0.00011928861447399999,75.41394629000013,32.27377304619051,95.7,24.6,36.73333333333333,69.2,26.9
Ghazi Barwan (40),3,35,201,27710,0.068719945386,0.00021523667543299997,75.40136723716687,32.270514542940866,91.9,6.5,22.16666666666667,49.2,29.700000000000006
Anyal (36),3,35,201,27711,0.0611437686988,0.000151719553599,75.38608063053101,32.286479950002324,94.9,12.7,26.93333333333333,54.0,19.2
Adam Barwan (39),3,35,201,27712,0.097326404259,0.00018252126475599997,75.3911069162992,32.270055117877924,95.2,21.0,27.96666666666667,44.8,14.3
Kanshi Barwan (38),3,35,201,27713,0.036690548238400005,5.20147144271e-05,75.38515329500012,32.264834592948034,98.3,21.5,32.766666666666666,49.6,33.1
Khudaipur (47),3,35,201,27714,0.056515315284,9.39484679102e-05,75.37800154444926,32.25711046109711,100.0,0.0,28.16666666666667,49.90000000000001,38.1
Jaitpur (48),3,35,201,27715,0.04499949976969999,8.02615153736e-05,75.3733382564123,32.25663976448493,96.2,0.0,28.16666666666667,57.7,26.9
Bhagwal (44),3,35,201,27718,0.0405784956201,0.000100226334138,75.38542556357821,32.25196510104382,86.2,8.6,25.83333333333333,53.5,41.40000000000001
Basau Barwan (43),3,35,201,27719,0.04852933477469999,0.000126873189327,75.39613935382334,32.256848849054215,93.7,11.5,28.266666666666666,56.00000000000001,24.6
Jainpur (42),3,35,201,27720,0.03810342321369999,7.34819290531e-05,75.40457378472105,32.250908190828106,98.6,1.4,28.633333333333336,74.6,39.4
Kathana (41),3,35,201,27721,0.0411635801741,0.000104548490136,75.41058746990176,32.26200855929733,89.5,0.0,27.16666666666666,60.5,26.3
Charak (68),3,35,201,27722,0.020523178413099998,1.85607110865e-05,75.422245598178,32.26290195370552,91.4,0.0,26.03333333333333,63.9,29.6
Kolian (67),3,35,201,27723,0.035661285336,7.140103745899999e-05,75.4195053987652,32.257021088022384,89.2,0.9,27.33333333333334,69.4,25.2
Muradpur (53),3,35,201,27724,0.0552075916859,0.00010970795622799998,75.41292485783391,32.25180363609553,100.0,20.0,23.33333333333333,70.0,70.0
Datyal (52),3,35,201,27725,0.033590180481,6.44324009196e-05,75.44014408986203,32.229762648315265,92.3,0.0,27.8,63.9,27.3
Sheikhupur  Majiri  (51),3,35,201,27726,0.125245227476,0.00035931733651199996,75.40114105450016,32.22940831867641,96.9,7.1,26.96666666666667,64.39999999999999,37.8
Pharwal 45),3,35,201,27727,0.0618410238026,0.00018898693835799998,75.3899076091746,32.242738285900195,93.2,2.1,21.566666666666666,18.7,32.800000000000004
Paharipur (50),3,35,201,27728,0.0562498532311,0.00015868301929,75.37759058205829,32.23176510135983,95.6,40.7,26.0,70.4,47.3
Bharmal Jattan (121),3,35,201,27729,0.054182260685400004,0.00014360242028999999,75.36916086312351,32.21857269297095,100.0,5.6,30.26666666666667,76.0,29.6
Makhanpur (120),3,35,201,27731,0.08355330726969999,0.000273869901151,75.38418169941781,32.211264943968445,99.3,2.6,26.266666666666666,59.6,35.1
Akhwara (119),3,35,201,27733,0.08572587772250001,0.00032588143082300003,75.39598140784791,32.218819852908325,93.9,48.8,34.93333333333333,81.69999999999997,56.1
Firoza (54),3,35,201,27738,0.0579604244616,0.000144128101872,75.41525036160647,32.24043293783632,79.2,37.5,29.16666666666667,83.3,58.40000000000001
Gajju Jagir (113),3,35,201,27742,0.0557134781386,0.000124620316882,75.4270892874664,32.21698041461661,95.7,0.0,28.53333333333333,78.6,35.9
Gajju Khalsa (114),3,35,201,27743,0.048412056167699995,0.000111143273484,75.42007733386089,32.21115665774539,97.3,2.7,34.23333333333333,75.6,35.1
Naurangpur (112),3,35,201,27744,0.0303653129259,4.57654573803e-05,75.43184487953073,32.208075566999185,100.0,0.0,16.666666666666668,100.0,50.0
Dalelpur (111),3,35,201,27745,0.029801861523500003,4.32697908167e-05,75.43735493662922,32.212965846550105,100.0,0.0,28.566666666666666,85.7,71.4
Narainpur (108),3,35,201,27746,0.0548510408846,8.42716338608e-05,75.44484541677359,32.21256800322516,97.4,0.9,27.86666666666667,76.7,47.40000000000001
Baknaur (145),3,35,201,27747,0.07389978185339999,0.00015237385775600002,75.43741794365377,32.19761221514631,96.6,4.4,28.63333333333334,63.2,25.2
Majra (137),3,35,201,27748,0.0588151226407,0.00016226882109500001,75.43343834719059,32.17865484156374,96.9,11.2,32.99999999999999,79.1,54.6
Ballawar (136),3,35,201,27749,0.0638168189525,0.00021988462498900003,75.42119614939924,32.173398821152375,91.9,1.0,27.600000000000005,20.0,35.0
Raji (138),3,35,201,27751,0.0321498642335,4.01963385404e-05,75.42988832506491,32.184540509037674,91.7,0.0,28.9,76.7,40.0
Sheikhu Chak (143),3,35,201,27752,0.0357925935901,6.49519649225e-05,75.43171220118637,32.1910415599977,94.8,5.1,25.066666666666666,68.10000000000001,38.1
Gande Pindi (141),3,35,201,27753,0.050212817911400004,9.06198208343e-05,75.42282886188741,32.18845404989901,100.0,12.3,34.333333333333336,72.30000000000003,43.1
Jogar (140),3,35,201,27754,0.0359963264248,6.534639720399999e-05,75.41526304013409,32.18644760465219,97.7,20.7,28.33333333333333,74.7,23.0
Chela Chak (135),3,35,201,27755,0.0391802321292,8.49208145373e-05,75.40836917682583,32.181758522883456,95.7,0.0,30.5,80.8,36.2
Saharanpur (134),3,35,201,27756,0.0443102607146,0.00011517712252999999,75.40966371352181,32.1943632698306,95.8,7.1,29.366666666666664,83.9,38.7
Haibat Pindi  (142),3,35,201,27757,0.048488732715999995,0.000136022509619,75.42195895612865,32.19823512905253,95.7,0.4,34.266666666666666,71.10000000000002,32.8
Khokhar Kotli (144),3,35,201,27758,0.0328818613041,4.41718523272e-05,75.43049268055535,32.20007442249164,93.2,5.4,32.46666666666666,77.0,31.1
Rakwal (115),3,35,201,27759,0.040199939346199996,8.170589293299999e-05,75.41732975500634,32.204331068548754,84.5,22.6,23.433333333333334,78.6,36.9
Taharpur (133),3,35,201,27760,0.041122267662,5.86331196851e-05,75.40271589172158,32.19171175785965,89.3,21.5,33.3,96.5,35.7
Rajo Beli (116),3,35,201,27762,0.035320869653800005,4.97692535831e-05,75.40883299012529,32.20464805298087,73.3,10.0,28.866666666666664,76.7,30.0
Adalatgarh (131),3,35,201,27763,0.0609212292364,0.00021397041373900002,75.38398913491693,32.19366368164225,100.0,0.0,33.36666666666667,66.69999999999999,16.7
Zainpur Kukkar (125),3,35,201,27765,0.028480851373,2.62496228807e-05,75.35929807125007,32.19835184285074,100.0,0.0,33.333333333333336,60.0,40.0
Kajley (127),3,35,201,27767,0.0507387713792,0.000121388854267,75.36649191954723,32.207072869917624,93.3,3.3,15.533333333333333,63.3,30.0
Ismailpur (126),3,35,201,27768,0.028506282851800003,5.26671298938e-05,75.3577473010817,32.204854481962684,0.0,0.0,50.0,0.0,0.0
Lassian (123),3,35,201,27771,0.06893083267530001,0.00024393324175499997,75.34122483500009,32.21216286413897,93.6,0.0,27.66666666666667,80.8,40.5
Jugial (CT),3,35,201,27772,0.204424802645,0.0007152021549630001,75.65533854100009,32.36145543201417,98.3,96.6,41.63333333333333,90.1,73.2
Ghoh (CT),3,35,201,27773,0.21845589477400001,0.0010563196664099999,75.65968850289033,32.33017082994985,97.0,88.5,37.86666666666667,75.2,52.1
Bungal (CT),3,35,201,27774,0.11420496242,0.000675520851464,75.74856235426229,32.3229286025678,98.3,99.9,36.16666666666666,85.89999999999998,57.9
Daulatpur (CT),3,35,201,27775,0.141167718544,0.000426560088797,75.63297346720663,32.263851138905466,99.6,61.3,44.33333333333334,89.1,74.8
Mamun (CT),3,35,201,27776,0.146420059089,0.000783217296131,75.69397507150013,32.28085472931434,98.6,45.4,41.86666666666667,85.4,75.1
Dhaki (CT),3,35,201,27777,0.0768534997843,0.00020449499607099998,75.63269814450001,32.25146407298291,100.0,100.0,42.86666666666667,96.6,75.9
Manwal (CT),3,35,201,27778,0.13452323387,0.000561173045542,75.66191004646168,32.29572887718024,97.4,94.3,40.36666666666667,84.1,67.5
Sarna (CT),3,35,201,27779,0.0663146201824,0.00015833087345100001,75.58558638028097,32.262225111999896,97.5,75.7,35.1,68.8,49.7
Malikpur (CT),3,35,201,27780,0.113730898771,0.00036691328553999997,75.58666849000014,32.2766454912707,96.9,62.9,33.96666666666667,80.6,39.9
Tharial (CT),3,35,201,27781,0.108844238436,0.00034973585686900007,75.614249471914,32.355921536711094,97.8,92.5,33.86666666666667,69.19999999999999,44.9
Narot Mehra (CT),3,35,201,27782,0.133852537569,0.0005571969282000001,75.56484287488213,32.261992771872265,95.8,19.0,32.13333333333333,75.0,39.7
Sujanpur (M Cl),3,35,201,800143,0.0833806332574,0.000177225050586,75.60947611300008,32.319306638873684,97.77222222222224,56.922222222222224,37.45370370370372,78.6277777777778,51.911111111111104
Pathankot (M Cl + OG),3,35,201,800144,0.0380030495907,5.897096111399999e-05,75.65193270204277,32.284214375699655,99.23611111111114,86.16666666666666,40.27685185185186,84.03055555555557,65.27499999999999
Bharial (10),3,35,202,27785,0.053640104917099994,0.000156310484905,75.32796379747083,32.20639967479673,73.8,11.4,26.766666666666666,68.9,41.0
Rajpur Chib (9),3,35,202,27786,0.0376407377264,5.83451746919e-05,75.33847984569762,32.20310129608754,73.5,8.8,18.6,67.7,26.5
Kukar (11),3,35,202,27787,0.0492147511885,9.25104544292e-05,75.32278977350006,32.200396292596785,90.0,0.0,36.66666666666666,90.0,40.0
Mami Chak Ranga (12),3,35,202,27788,0.07598005443479999,0.00026348266340900004,75.3218538658233,32.19087896288932,92.1,5.2,25.433333333333334,57.9,44.7
Toor (8),3,35,202,27789,0.067078367905,0.000238697425738,75.34508305760636,32.19724411019189,97.2,2.8,26.866666666666664,83.39999999999998,25.0
Chak Ram Sahai (7),3,35,202,27792,0.0656518982328,0.000225076983565,75.35723982485699,32.18857457020226,4.8,0.0,6.333333333333332,90.5,38.1
Makaura (5),3,35,202,27793,0.062088601049699994,0.000210318139586,75.37196984884184,32.18272822647657,94.6,7.0,36.36666666666667,52.2,38.8
Marara (2),3,35,202,27794,0.11124453600999999,0.000489819078168,75.38342732075012,32.17343869699033,95.5,3.3,39.16666666666667,64.30000000000001,37.8
Doburji (1),3,35,202,27795,0.05962795540659999,0.000146437517639,75.40413594601877,32.17427852169601,100.0,3.3,38.5,83.3,61.1
Bharath Qazi Chak (281),3,35,202,27796,0.102625767664,0.000436838789297,75.41281336264426,32.15867198691273,94.4,18.8,42.06666666666667,71.9,47.5
Kaira (282),3,35,202,27797,0.07646950067089998,0.00022424493648599996,75.43088945002273,32.16004991701737,95.2,47.6,39.7,77.4,39.5
Munnanwali (283),3,35,202,27798,0.0432811264772,0.000116268763974,75.43066864844025,32.14522090628651,99.1,46.1,34.1,89.9,48.4
Dodwan (279),3,35,202,27799,0.094184606095,0.000287257141383,75.41614533062375,32.14213291505439,97.7,43.7,47.30000000000001,82.6,43.2
Pindi Rangran (270),3,35,202,27800,0.0402078805434,9.99504812935e-05,75.39916846909819,32.139524457950195,95.2,29.9,44.36666666666667,80.30000000000003,30.200000000000006
Bahmani (269),3,35,202,27801,0.08544918872030001,0.000382537805942,75.38860619244684,32.14674014403636,89.2,6.6,31.0,70.6,27.7
Bala Pindi (280),3,35,202,27802,0.048616575926,0.00013877749983,75.39473525764038,32.159293505223104,96.1,13.0,30.76666666666667,76.5,49.2
Aima (3),3,35,202,27803,0.026594602957900004,3.30887969045e-05,75.38490549857437,32.160197257279656,100.0,61.8,37.23333333333334,94.1,61.7
Jhabkra (4),3,35,202,27804,0.127165518117,0.0007188977386220001,75.36357714730212,32.165993406536934,97.8,7.4,32.36666666666667,68.0,34.7
Jogar (36),3,35,202,27805,0.0650194369691,0.00020069102945400002,75.36908586156244,32.14948244317293,94.5,2.2,28.73333333333333,75.1,38.7
Chitti (37),3,35,202,27806,0.0604733055646,0.000147508248273,75.35418669553167,32.142972769130786,96.4,55.4,30.1,81.9,60.2
Naurangpur (38),3,35,202,27807,0.0323505864573,5.48777485133e-05,75.34383279684698,32.13963632812016,95.9,29.0,27.53333333333333,75.2,24.0
Thathi (31),3,35,202,27808,0.0548728354137,0.00013168608815200002,75.33945027554472,32.14429557825844,91.9,16.2,25.23333333333333,94.6,37.8
Siri Rampur (30),3,35,202,27809,0.037798691687699996,8.93516440854e-05,75.3301435468062,32.14706881987985,95.9,9.5,27.93333333333333,48.7,20.3
Jainpur (32),3,35,202,27810,0.07015148848889999,0.00013703618340000001,75.33216435700012,32.15749505820975,96.9,19.8,29.5,64.60000000000001,35.4
Faridpur (35),3,35,202,27811,0.042431233183500006,9.20069485249e-05,75.35043565169195,32.15177203978152,92.4,16.0,29.4,66.9,45.8
Kahna (34),3,35,202,27812,0.0466767764492,7.45857527103e-05,75.34272071217396,32.15780123035495,100.0,31.0,35.06666666666667,86.2,44.8
Ogra (33),3,35,202,27813,0.042575867550499996,9.72499955412e-05,75.34622258749016,32.162862085321706,99.2,1.5,28.3,60.6,40.1
Mamka Khizarpur (15),3,35,202,27815,0.0753156842897,0.000247161157133,75.33695754295262,32.174788133187064,100.0,0.0,41.66666666666666,50.0,100.0
Hassanpur (18),3,35,202,27819,0.0435592909448,0.000107314701488,75.32321684454536,32.163685069284035,100.0,5.0,35.0,90.0,55.0
Wazirpur Jattan (21),3,35,202,27820,0.0394704647959,7.25019795657e-05,75.31773846457548,32.158308936654976,100.0,15.8,40.36666666666667,100.0,89.5
Thakarpur (29),3,35,202,27824,0.0349791481637,6.45716588152e-05,75.32467517496843,32.152120673340505,98.6,19.4,26.36666666666667,69.5,32.0
Sandalpur (28),3,35,202,27825,0.0337253898402,6.17633358486e-05,75.31667796891224,32.1490330290884,100.0,34.3,34.833333333333336,80.5,49.3
Salach (26),3,35,202,27828,0.057761011545799996,0.000120812015994,75.28631820850019,32.14715506771802,95.7,37.0,35.5,76.1,56.5
Chauntra (52),3,35,202,27829,0.049708535622800004,0.000135260640578,75.28556733925461,32.13794245773164,85.2,0.0,26.53333333333333,68.60000000000001,50.0
Shamsherpur (50),3,35,202,27831,0.037695929697599995,8.64286336219e-05,75.3015527063771,32.134428770413024,84.3,0.0,25.466666666666665,78.69999999999997,32.5
Chakri (27),3,35,202,27832,0.0606185209557,0.000166968362208,75.30994261713539,32.1394949048742,100.0,27.8,38.9,66.6,44.4
Miani Malahan (44),3,35,202,27833,0.0646481593815,0.000145943097684,75.3195196444043,32.1363365388828,94.3,15.7,23.8,58.7,32.8
Naushera (43),3,35,202,27834,0.0552107382703,0.000164292979437,75.32837486556053,32.133929046227706,98.8,10.8,28.700000000000006,56.6,35.5
Gahlari (42),3,35,202,27835,0.0900105896283,0.00019891535662400003,75.33430819937921,32.12438558624143,97.1,21.5,31.53333333333333,81.8,47.2
Mughlani Chak (41),3,35,202,27836,0.0281940308842,2.26869792565e-05,75.34006095742495,32.129758907955306,89.1,17.4,30.46666666666667,87.0,50.0
Baupur Jattan (39),3,35,202,27837,0.0648056912528,0.000138346876491,75.34945609524158,32.13283675399623,96.4,27.2,28.399999999999995,56.3,36.7
Sultani (266),3,35,202,27839,0.0696617847611,0.000206568910455,75.36328243269912,32.131750026550776,98.2,26.0,32.2,71.10000000000002,44.7
Sandar (268),3,35,202,27840,0.0277064553162,4.425261487899999e-05,75.37302710471897,32.14245681458533,98.6,32.9,26.93333333333333,82.2,58.9
Niwan Dhakala (267),3,35,202,27841,0.054435829024900004,0.000122766304903,75.37546642934659,32.134434495484186,85.5,21.7,36.56666666666667,94.0,30.1
Wahla (265),3,35,202,27842,0.0478601015804,6.84855325822e-05,75.37950944500005,32.12090536281869,100.0,50.0,37.2,92.3,57.7
Nijabatpur (272),3,35,202,27843,0.037029978099699996,8.4552355582e-05,75.40169425035829,32.12524761835539,0.0,100.0,66.66666666666667,100.0,100.0
Raipur (273),3,35,202,27844,0.071473731966,0.00021512296331,75.40920060009063,32.131291602026124,97.4,52.0,34.63333333333333,82.6,50.6
Isapur (274),3,35,202,27845,0.0566063309626,8.81769780625e-05,75.41775412594137,32.12253491011222,97.7,0.8,33.833333333333336,79.39999999999998,48.9
Bathanwala (278),3,35,202,27846,0.0478811702494,0.000127765476877,75.42528648933398,32.13013780133315,98.9,23.4,30.466666666666665,73.9,58.2
Taruwal (277),3,35,202,27847,0.017175982505700002,1.65472556746e-05,75.43249870806761,32.12360539170737,100.0,0.0,19.53333333333333,78.10000000000002,43.9
Ismailpur (276),3,35,202,27848,0.0417846418274,6.74592380943e-05,75.43798318115574,32.11794853515869,97.3,0.0,35.166666666666664,83.5,41.1
Kolian (307),3,35,202,27849,0.04998030570280001,0.000118591169774,75.44688430083174,32.11542765337793,89.2,34.5,33.8,86.3,57.5
Udhipur (285),3,35,202,27850,0.0522249072989,0.00012305077735,75.44279928376955,32.14304056707027,95.2,1.6,31.366666666666664,84.5,55.6
Manj  (284),3,35,202,27851,0.0276706461699,3.59399429646e-05,75.4423687236926,32.14992346195885,75.9,3.4,36.766666666666666,69.0,51.7
Awankha (286),3,35,202,27852,0.214297201802,0.0010835144643,75.4549557205688,32.13390802936078,94.6,25.6,32.56666666666667,64.89999999999999,31.9
Jhakhar Pindi (287),3,35,202,27853,0.040251602418699996,7.77851661172e-05,75.47120530302509,32.14857723616666,93.3,3.1,34.333333333333336,63.2,26.4
Talwandi (288),3,35,202,27854,0.0697584080065,0.00016194315074,75.47962286692439,32.15030160328405,83.0,1.8,27.76666666666667,69.5,35.0
Deeda (289),3,35,202,27855,0.0713230617496,0.000138399419831,75.48868447050006,32.144940831099575,90.9,1.7000000000000002,30.76666666666667,69.8,35.30000000000001
Doaba (294),3,35,202,27856,0.0305595884779,5.81722066341e-05,75.50142646174578,32.13997171004689,92.3,34.2,26.766666666666666,61.6,41.90000000000001
Haveli (293),3,35,202,27857,0.036255841461699995,6.77217588461e-05,75.49831910044725,32.134231029301816,100.0,10.8,33.333333333333336,78.39999999999998,35.1
Mugrala (292),3,35,202,27858,0.0669413285903,0.000227003080565,75.48731105017282,32.13334199467067,92.4,23.2,43.46666666666667,55.0,39.8
Doburji (300),3,35,202,27860,0.059384139397200005,0.000103491419598,75.48513903175012,32.11594339176827,93.2,15.8,33.03333333333333,70.8,44.9
Gwalia (301),3,35,202,27861,0.0322988782803,5.38014851095e-05,75.47749417598914,32.11281623239097,100.0,2.1,33.333333333333336,60.50000000000001,20.9
Bara (299),3,35,202,27862,0.0434227371378,6.4292646166e-05,75.48775658650004,32.105026060810765,90.6,11.3,29.6,60.5,37.7
Shahpur (298),3,35,202,27863,0.0675812826307,0.00023046540936,75.49552615074576,32.11826693127944,100.0,0.0,29.66666666666666,69.2,33.0
Dhamrai (297),3,35,202,27864,0.06120046189669999,0.00015800053474200002,75.51526459979448,32.12214993196829,94.8,1.1,34.46666666666666,83.7,44.6
Samu Chak (296),3,35,202,27865,0.0727857676687,0.000304855609983,75.51567202704605,32.13236347066481,96.6,10.5,29.5,72.60000000000002,31.7
